Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Melon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Emerald
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Redstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hay Bale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Packed Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Greatwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Botanical Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thaumic Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Floater
appliedenergistics2:item.ItemFacade:0, Cable Facade - Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Air Balloon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shore Buffer
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sticky Buffer
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Anti-Builder Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Illusionary Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Arrow Trap
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tripwire Coverplate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Flint
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Invar Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Signalum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lumium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enderium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellorite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellorium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyanite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graphite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blutonium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ludicrite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Augmented Capacity
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Dislocation
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of the Orb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Superior Capacity
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Acceleration
appliedenergistics2:item.ItemFacade:0, Cable Facade - Speed Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Efficiency Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Sacrifice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rune of Self-Sacrifice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ritual Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Imperfect Ritual Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Armour Forge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Large Bloodstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crystal Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crystal Cluster Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glyph of the Adept Enchanter
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glyph of Arcane Potential
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glyph of Rigid Stability
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingrock Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Livingrock Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Livingrock Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Livingrock Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Livingwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Framed Livingwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pattern Framed Livingwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glimmering Livingwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alchemy Catalyst
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Manasteel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Terrasteel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Elementium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Mana Diamond
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Dragonstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dreamwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dreamwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Dreamwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Framed Dreamwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pattern Framed Dreamwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glimmering Dreamwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Conjuration Catalyst
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prismarine
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Prismarine
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sea Lantern
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reed Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thatch
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellish Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosty Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Roof Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enchanted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled End Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Ender Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blaze Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Living Root
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fel Pumpkin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manastorm Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shimmerrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shimmerwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Forest Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Plains Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Mountain Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Fungal Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Swamp Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Desert Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Taiga Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Mesa Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Granite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Andesite
